iter	Passed	Remaining
255	39041	113463
256	39164	113225
257	39502	113608
258	39773	113791
259	39966	113751
260	40131	113630
261	40283	113471
262	40416	113259
263	40551	113053
264	40687	112851
265	40833	112675
266	40982	112511
267	41116	112302
268	41250	112097
269	41389	111905
270	41570	111826
271	41706	111625
272	41864	111485
273	41984	111242
274	42134	111080
275	42262	110861
276	42405	110683
277	42546	110498
278	42657	110237
279	42805	110071
280	42895	109756
281	43056	109624
282	43214	109487
283	43333	109248
284	43491	109110
285	43595	108835
286	43754	108700
287	43897	108524
288	43999	108246
289	44143	108076
290	44252	107817
291	44383	107613
292	44497	107370
293	44644	107206
294	44754	106956
295	44868	106714
296	44999	106514
297	45121	106292
298	45231	106045
299	45389	105908
300	45514	105697
301	45627	105457
302	45771	105290
303	45950	105201
304	46144	105148
305	46286	104977
306	46468	104895
307	46617	104737
308	46781	104614
309	46951	104504
310	47097	104342
311	47211	104106
312	47319	103860
313	47470	103708
314	47578	103464
315	47723	103300
316	47870	103141
317	48000	102943
318	48112	102710
319	48263	102559
320	48415	102411
321	48523	102170
322	48574	101811
323	48706	101621
324	48828	101412
325	48948	101200
326	49112	101078
327	49288	100981
328	49402	100756
329	49542	100585
330	49663	100377
331	49774	100147
332	49827	99804
333	49874	99449
74
335	50252	99309
336	50386	99128
337	50521	98951
338	50628	98717
339	50766	98546
340	50901	98368
341	51015	98152
342	51132	97942
343	51283	97795
344	51368	97525
345	51554	97446
346	51722	97333
347	51881	97202
348	52034	97061
349	52201	96945
350	52327	96753
351	52448	96552
352	52570	96354
353	52720	96207
354	52839	96004
355	52959	95803
356	53098	95636
357	53225	95449
358	53337	95234
359	53446	95016
360	53569	94821
361	53694	94632
362	53863	94520
363	53959	94281
364	54085	94094
365	54220	93923
366	54351	93745
367	54483	93569
368	54673	93493
369	54820	93343
370	54962	93184
371	55098	93015
372	55234	92847
373	55403	92733
374	55567	92612
375	55628	92319
376	55727	92090
377	55826	91862
378	55962	91695
379	56073	91487
380	56207	91318
381	56338	91145
382	56437	90918
383	56542	90703
384	56687	90553
385	56797	90346
386	56923	90165
387	57033	89959
388	57166	89790
389	57275	89584
390	57379	89370
391	57496	89178
392	57660	89058
393	57828	88944
394	57959	88774
395	58070	88571
396	58208	88412
41	69962
417	50147	69822
418	50264	69697
419	50392	69589
420	50501	69454
421	50624	69338
422	50758	69237
423	50908	69158
424	51011	69015
425	51110	68867
426	51241	68762
427	51408	68705
428	51535	68593
429	51639	68452
430	51760	68333
431	51894	68231
432	52040	68145
433	52155	68018
434	52304	67935
435	52438	67832
436	52562	67717
437	52703	67624
438	52839	67524
439	52950	67391
440	53072	67273
441	53193	67153
442	53290	67004
443	53389	66857
444	53526	66757
445	53632	66619
446	53766	66515
447	53886	66395
448	54017	66288
449	54168	66205
450	54237	66023
451	54341	65882
452	54458	65758
453	54569	65627
454	54694	65513
455	54813	65391
456	54939	65278
457	55053	65150
458	55165	65020
459	55306	64924
460	55381	64752
461	55516	64649
462	55617	64506
463	55756	64408
464	55873	64284
465	56016	64190
466	56118	64050
467	56237	63928
468	56373	63826
469	56467	63676
470	56609	63580
471	56723	63453
472	56786	63269
473	56907	63150
474	57053	63058
475	57180	62946
476	57308	62834
477	57423	62709
478	57545	62591
479	57659	62464
480	57803	62369
481	57933	62260
482	58053	62140
483	58165	62011
484	58272	61877
485	58361	61724
486	58470	61591
487	58569	61450
488	58675	61314
489	58767	61166
490	58884	61042
491	58979	60897
492	59085	60763
493	59183	60621
494	59280	60478
495	59411	60369
496	59501	60219
497	59616	60095
498	59719	59958
499	59843	59843
500	59929	59689
501	60026	59547
502	60109	59392
503	60195	59239
504	60295	59101
505	60388	58956
506	60480	58810
507	60561	58654
508	60652	58507
509	60745	58363
510	60827	58208
511	60918	58063
512	61011	57919
513	61090	57762
514	61299	57728
515	61599	57779
516	61696	57638
517	61842	57544
518	61957	57420
519	62088	57312
520	62196	57182
521	62292	57042
522	62381	56894
523	62471	56748
524	62597	56636
525	62720	56519
526	62845	56406
527	62952	56275
528	63042	56130
529	63158	56008
530	63267	55879
531	63364	55741
532	63480	55619
533	63582	55485
534	63674	55343
535	63767	55201
536	63851	55052
537	63956	54921
538	64043	54775
539	64143	54640
540	64225	54490
541	64308	54342
542	64404	54204
543	64477	54047
544	64578	53914
545	64695	53794
546	64775	53644
547	64874	53509
548	64969	53372
549	65081	53248
550	65158	53096
551	65289	52988
552	65403	52867
553	65500	52731
554	65609	52605
555	65715	52477
556	65797	52331
557	65880	52185
558	66007	52073
559	66120	51951
560	66213	51813
561	66296	51668
562	66389	51531
563	66484	51395
564	66566	51250
565	66672	51123
566	66760	50982
567	66841	50836
568	66917	50688
569	67030	50567
570	67121	50429
571	67253	50322
572	67344	50185
573	67421	50037
574	67519	49905
575	67626	49780
576	67714	49641
577	67854	49540
578	67946	49404
579	68151	49351
580	68268	49232
581	68378	49110
582	68501	48997
583	68599	48865
584	68699	48735
585	68819	48619
586	68968	48524
587	69079	48402
588	69183	48276
589	69297	48156
590	69386	48018
591	69473	47880
592	69589	47762
593	69675	47623
594	69769	47490
595	69914	47391
596	70010	47259
597	70124	47140
598	70213	47004
599	70328	46885
600	70430	46758
601	70527	46627
602	70618	46493
603	70740	46379
604	70835	46248
605	70962	46137
606	71057	46005
607	71200	45905
608	71286	45768
609	71418	45660
610	71500	45521
611	71589	45386
612	71676	45250
